C,epsilon,error_ma,error_ms,Actual Values,Predctied values
3000,0.1,3.0747375094724703,9.45401075215697,[174.727],[171.65226249]
3000,0.2,0.14937705573464655,0.022313504779951702,[174.727],[174.87637706]
3000,0.3,1.3061566987981053,1.7060453218151643,[174.727],[176.0331567]
3000,0.2,0.0385931117331495,0.0014894282732473615,[174.384],[174.42259311]
3000,0.1,1.214578583887885,1.4752011364391002,[174.384],[175.59857858]
3000,0.2,1.6590421081193085,2.7524207165129595,[174.384],[172.72495789]
3000,0.2,0.20014745510064813,0.04005900378326596,[174.384],[174.58414746]
3000,0.2,0.3741572373051838,0.13999363822784763,[178.261],[178.63515724]
3000,0.2,1.2788953759736046,1.6355733826866674,[178.261],[179.53989538]
3000,0.2,2.3257334094667783,5.409035891909965,[178.39],[176.06426659]
3000,0.2,0.17480744595519582,0.030557643161378708,[178.39],[178.56480745]
2000,0.2,1.374261905044989,1.8885957836578822,[178.39],[177.01573809]
3000,0.3,0.8058736036417997,0.6494322650466205,[178.156],[177.3501264]
3000,0.2,1.6147771634985872,2.607505287756543,[178.047],[176.43222284]
3000,0.1,2.2806510489930076,5.201369207272906,[178.047],[180.32765105]
3000,0.2,0.04121165565700835,0.0016984005619918284,[178.156],[178.11478834]
3000,0.2,0.6758860705612051,0.4568219803786663,[178.047],[177.37111393]
3000,0.4,1.6155690851566078,2.6100634689137587,[178.156],[179.77156909]
3000,0.2,0.2789810078086532,0.07783040271793182,[174.727],[174.44801899]
3000,0.4,2.9532063719128416,8.72142787510661,[174.727],[177.68020637]
3000,0.2,0.21007701296846903,0.04413235137775431,[174.384],[174.17392299]
3000,0.5,1.8136815795615746,3.2894408720409682,[174.384],[172.57031842]
3000,0.2,0.4770265149690829,0.22755429598354865,[174.855],[175.33202651]
3000,0.2,0.9842965113285231,0.9688396222135015,[174.512],[175.49629651]
3000,0.2,0.09625621706058496,0.009265259322814447,[174.512],[174.41574378]
3000,0.2,0.48163258272205667,0.23196994473951876,[174.512],[174.03036742]
3000,0.1,2.7817692967228425,7.738240420189897,[174.512],[171.7302307]
2000,0.2,1.5869943005367873,2.5185509099362466,[174.512],[176.0989943]
3000,0.2,0.4611608235385347,0.21266930516673954,[174.512],[174.97316082]
3000,0.2,0.321130059314612,0.10312451499540624,[174.278],[173.95686994]
3000,0.2,0.1839405126144129,0.03383411218085299,[174.169],[174.35294051]
3000,0.2,0.7122634312809453,0.5073191955401058,[174.169],[173.45673657]
3000,0.2,0.2013519848401586,0.040542621799071456,[174.278],[174.07664802]
3000,0.2,0.25207789612224474,0.0635432657134172,[174.278],[174.5300779]
3000,0.5,1.415432299377585,2.003448594121317,[174.727],[173.3115677]
1000,0.3,5.656552793586542,31.99658950663171,[174.278],[168.62144721]
3000,0.2,0.3983199182140993,0.15865875724608675,[174.278],[174.67631992]
3000,0.2,0.7791401160224893,0.6070593203955381,[174.512],[173.73285988]
3000,0.1,2.3906818339687845,5.715359631268351,[174.512],[176.90268183]
3000,0.2,0.9958812125223346,0.9917793894549555,[174.512],[175.50788121]
3000,0.2,1.1466094397886195,1.314713207412372,[174.169],[175.31560944]
3000,0.1,3.631595992883774,13.188489455529487,[174.169],[170.53740401]
3000,0.1,2.299502937824059,5.287713761061477,[174.855],[172.55549706]
3000,0.2,1.2738264838077953,1.6226339108501313,[174.855],[176.12882648]
3000,0.2,5.418793610517554,29.363324193385868,[178.604],[173.18520639]
3000,0.2,0.649121420688715,0.42135861879693576,[178.39],[179.03912142]
3000,0.2,1.9275101183483798,3.715295256335385,[178.39],[180.31751012]
3000,0.1,2.668413558694539,7.120430920224853,[178.156],[180.82441356]
3000,0.2,0.6596873791955034,0.4351874382698318,[178.047],[177.38731262]
3000,0.2,1.174515235722339,1.3794860389439014,[178.284],[179.45851524]
3000,0.2,0.8531128806602624,0.727801587148451,[178.284],[177.43088712]
3000,0.1,2.6101168728941957,6.812710090166975,[180.276],[182.88611687]
3000,0.2,0.2968548187365059,0.08812278340708377,[177.941],[178.23785482]
3000,0.2,1.0211027514901616,1.0426508291007788,[177.941],[178.96210275]
3000,0.2,1.78940104210605,3.201956089490218,[174.855],[176.64440104]
3000,0.5,2.1132570262828096,4.465855259133663,[174.512],[176.62525703]
